dt,day,variation,users,retained,retention_rate,ci_lower,ci_upper,control_rate,exp_rate,uplift,uplift_ci_lower,uplift_ci_upper,z_score,p_value,retention_rate_baseline
2024-12-28,2,5,811,251,0.3095,0.2777,0.3413,0.3379,0.3095,-0.084,-0.2256,0.0575,-1.217,0.2236,0.3379
2024-12-28,3,5,811,188,0.2318,0.2028,0.2609,0.2776,0.2318,-0.165,-0.3331,0.0031,-2.1092,0.0349,0.2776
2024-12-28,4,5,811,149,0.1837,0.1571,0.2104,0.2437,0.1837,-0.2462,-0.436,-0.0564,-2.9402,0.0033,0.2437
2024-12-28,5,5,811,164,0.2022,0.1746,0.2299,0.2286,0.2022,-0.1155,-0.3025,0.0715,-1.2875,0.1979,0.2286
2024-12-28,6,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,5,811,360,0.4439,0.4097,0.4781,0.4322,0.4439,0.0271,-0.0837,0.1379,0.4727,0.6364,0.4322
2024-12-28,2,5,811,251,0.3095,0.2777,0.3413,0.3379,0.3095,-0.084,-0.2256,0.0575,-1.217,0.2236,0.3379
2024-12-28,3,5,811,188,0.2318,0.2028,0.2609,0.2776,0.2318,-0.165,-0.3331,0.0031,-2.1092,0.0349,0.2776
2024-12-28,4,5,811,149,0.1837,0.1571,0.2104,0.2437,0.1837,-0.2462,-0.436,-0.0564,-2.9402,0.0033,0.2437
2024-12-28,5,5,811,164,0.2022,0.1746,0.2299,0.2286,0.2022,-0.1155,-0.3025,0.0715,-1.2875,0.1979,0.2286
2024-12-28,6,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,5,811,360,0.4439,0.4097,0.4781,0.4322,0.4439,0.0271,-0.0837,0.1379,0.4727,0.6364,0.4322
2024-12-28,2,5,811,251,0.3095,0.2777,0.3413,0.3379,0.3095,-0.084,-0.2256,0.0575,-1.217,0.2236,0.3379
2024-12-28,3,5,811,188,0.2318,0.2028,0.2609,0.2776,0.2318,-0.165,-0.3331,0.0031,-2.1092,0.0349,0.2776
2024-12-28,4,5,811,149,0.1837,0.1571,0.2104,0.2437,0.1837,-0.2462,-0.436,-0.0564,-2.9402,0.0033,0.2437
2024-12-28,5,5,811,164,0.2022,0.1746,0.2299,0.2286,0.2022,-0.1155,-0.3025,0.0715,-1.2875,0.1979,0.2286
2024-12-28,6,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,5,811,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,6,814,418,0.5135,0.4792,0.5478,0.4322,0.5135,0.1881,0.0841,0.2921,3.2778,0.001,0.4322
2024-12-28,2,6,814,330,0.4054,0.3717,0.4391,0.3379,0.4054,0.1998,0.0718,0.3277,2.8096,0.005,0.3379
2024-12-28,3,6,814,278,0.3415,0.3089,0.3741,0.2776,0.3415,0.2302,0.083,0.3774,2.7804,0.0054,0.2776
2024-12-28,4,6,814,223,0.274,0.2433,0.3046,0.2437,0.274,0.1243,-0.0414,0.2901,1.3889,0.1649,0.2437
2024-12-28,5,6,814,221,0.2715,0.2409,0.3021,0.2286,0.2715,0.1877,0.0175,0.3578,1.9905,0.0465,0.2286
2024-12-28,6,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,6,814,418,0.5135,0.4792,0.5478,0.4322,0.5135,0.1881,0.0841,0.2921,3.2778,0.001,0.4322
2024-12-28,2,6,814,330,0.4054,0.3717,0.4391,0.3379,0.4054,0.1998,0.0718,0.3277,2.8096,0.005,0.3379
2024-12-28,3,6,814,278,0.3415,0.3089,0.3741,0.2776,0.3415,0.2302,0.083,0.3774,2.7804,0.0054,0.2776
2024-12-28,4,6,814,223,0.274,0.2433,0.3046,0.2437,0.274,0.1243,-0.0414,0.2901,1.3889,0.1649,0.2437
2024-12-28,5,6,814,221,0.2715,0.2409,0.3021,0.2286,0.2715,0.1877,0.0175,0.3578,1.9905,0.0465,0.2286
2024-12-28,6,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,6,814,418,0.5135,0.4792,0.5478,0.4322,0.5135,0.1881,0.0841,0.2921,3.2778,0.001,0.4322
2024-12-28,2,6,814,330,0.4054,0.3717,0.4391,0.3379,0.4054,0.1998,0.0718,0.3277,2.8096,0.005,0.3379
2024-12-28,3,6,814,278,0.3415,0.3089,0.3741,0.2776,0.3415,0.2302,0.083,0.3774,2.7804,0.0054,0.2776
2024-12-28,4,6,814,223,0.274,0.2433,0.3046,0.2437,0.274,0.1243,-0.0414,0.2901,1.3889,0.1649,0.2437
2024-12-28,5,6,814,221,0.2715,0.2409,0.3021,0.2286,0.2715,0.1877,0.0175,0.3578,1.9905,0.0465,0.2286
2024-12-28,6,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,6,814,418,0.5135,0.4792,0.5478,0.4322,0.5135,0.1881,0.0841,0.2921,3.2778,0.001,0.4322
2024-12-28,2,6,814,330,0.4054,0.3717,0.4391,0.3379,0.4054,0.1998,0.0718,0.3277,2.8096,0.005,0.3379
2024-12-28,3,6,814,278,0.3415,0.3089,0.3741,0.2776,0.3415,0.2302,0.083,0.3774,2.7804,0.0054,0.2776
2024-12-28,4,6,814,223,0.274,0.2433,0.3046,0.2437,0.274,0.1243,-0.0414,0.2901,1.3889,0.1649,0.2437
2024-12-28,5,6,814,221,0.2715,0.2409,0.3021,0.2286,0.2715,0.1877,0.0175,0.3578,1.9905,0.0465,0.2286
2024-12-28,6,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,6,814,418,0.5135,0.4792,0.5478,0.4322,0.5135,0.1881,0.0841,0.2921,3.2778,0.001,0.4322
2024-12-28,2,6,814,330,0.4054,0.3717,0.4391,0.3379,0.4054,0.1998,0.0718,0.3277,2.8096,0.005,0.3379
2024-12-28,3,6,814,278,0.3415,0.3089,0.3741,0.2776,0.3415,0.2302,0.083,0.3774,2.7804,0.0054,0.2776
2024-12-28,4,6,814,223,0.274,0.2433,0.3046,0.2437,0.274,0.1243,-0.0414,0.2901,1.3889,0.1649,0.2437
2024-12-28,5,6,814,221,0.2715,0.2409,0.3021,0.2286,0.2715,0.1877,0.0175,0.3578,1.9905,0.0465,0.2286
2024-12-28,6,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,6,814,418,0.5135,0.4792,0.5478,0.4322,0.5135,0.1881,0.0841,0.2921,3.2778,0.001,0.4322
2024-12-28,2,6,814,330,0.4054,0.3717,0.4391,0.3379,0.4054,0.1998,0.0718,0.3277,2.8096,0.005,0.3379
2024-12-28,3,6,814,278,0.3415,0.3089,0.3741,0.2776,0.3415,0.2302,0.083,0.3774,2.7804,0.0054,0.2776
2024-12-28,4,6,814,223,0.274,0.2433,0.3046,0.2437,0.274,0.1243,-0.0414,0.2901,1.3889,0.1649,0.2437
2024-12-28,5,6,814,221,0.2715,0.2409,0.3021,0.2286,0.2715,0.1877,0.0175,0.3578,1.9905,0.0465,0.2286
2024-12-28,6,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,6,814,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,7,852,335,0.3932,0.3604,0.426,0.4322,0.3932,-0.0902,-0.2056,0.0251,-1.6079,0.1079,0.4322
2024-12-28,2,7,852,223,0.2617,0.2322,0.2913,0.3379,0.2617,-0.2255,-0.3744,-0.0766,-3.3814,0.0007,0.3379
2024-12-28,3,7,852,172,0.2019,0.1749,0.2288,0.2776,0.2019,-0.2727,-0.447,-0.0984,-3.6045,0.0003,0.2776
2024-12-28,4,7,852,151,0.1772,0.1516,0.2029,0.2437,0.1772,-0.2729,-0.4624,-0.0834,-3.3139,0.0009,0.2437
2024-12-28,5,7,852,139,0.1631,0.1383,0.188,0.2286,0.1631,-0.2865,-0.4851,-0.088,-3.3524,0.0008,0.2286
2024-12-28,6,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,7,852,335,0.3932,0.3604,0.426,0.4322,0.3932,-0.0902,-0.2056,0.0251,-1.6079,0.1079,0.4322
2024-12-28,2,7,852,223,0.2617,0.2322,0.2913,0.3379,0.2617,-0.2255,-0.3744,-0.0766,-3.3814,0.0007,0.3379
2024-12-28,3,7,852,172,0.2019,0.1749,0.2288,0.2776,0.2019,-0.2727,-0.447,-0.0984,-3.6045,0.0003,0.2776
2024-12-28,4,7,852,151,0.1772,0.1516,0.2029,0.2437,0.1772,-0.2729,-0.4624,-0.0834,-3.3139,0.0009,0.2437
2024-12-28,5,7,852,139,0.1631,0.1383,0.188,0.2286,0.1631,-0.2865,-0.4851,-0.088,-3.3524,0.0008,0.2286
2024-12-28,6,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,7,852,335,0.3932,0.3604,0.426,0.4322,0.3932,-0.0902,-0.2056,0.0251,-1.6079,0.1079,0.4322
2024-12-28,2,7,852,223,0.2617,0.2322,0.2913,0.3379,0.2617,-0.2255,-0.3744,-0.0766,-3.3814,0.0007,0.3379
2024-12-28,3,7,852,172,0.2019,0.1749,0.2288,0.2776,0.2019,-0.2727,-0.447,-0.0984,-3.6045,0.0003,0.2776
2024-12-28,4,7,852,151,0.1772,0.1516,0.2029,0.2437,0.1772,-0.2729,-0.4624,-0.0834,-3.3139,0.0009,0.2437
2024-12-28,5,7,852,139,0.1631,0.1383,0.188,0.2286,0.1631,-0.2865,-0.4851,-0.088,-3.3524,0.0008,0.2286
2024-12-28,6,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,7,852,335,0.3932,0.3604,0.426,0.4322,0.3932,-0.0902,-0.2056,0.0251,-1.6079,0.1079,0.4322
2024-12-28,2,7,852,223,0.2617,0.2322,0.2913,0.3379,0.2617,-0.2255,-0.3744,-0.0766,-3.3814,0.0007,0.3379
2024-12-28,3,7,852,172,0.2019,0.1749,0.2288,0.2776,0.2019,-0.2727,-0.447,-0.0984,-3.6045,0.0003,0.2776
2024-12-28,4,7,852,151,0.1772,0.1516,0.2029,0.2437,0.1772,-0.2729,-0.4624,-0.0834,-3.3139,0.0009,0.2437
2024-12-28,5,7,852,139,0.1631,0.1383,0.188,0.2286,0.1631,-0.2865,-0.4851,-0.088,-3.3524,0.0008,0.2286
2024-12-28,6,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,7,852,335,0.3932,0.3604,0.426,0.4322,0.3932,-0.0902,-0.2056,0.0251,-1.6079,0.1079,0.4322
2024-12-28,2,7,852,223,0.2617,0.2322,0.2913,0.3379,0.2617,-0.2255,-0.3744,-0.0766,-3.3814,0.0007,0.3379
2024-12-28,3,7,852,172,0.2019,0.1749,0.2288,0.2776,0.2019,-0.2727,-0.447,-0.0984,-3.6045,0.0003,0.2776
2024-12-28,4,7,852,151,0.1772,0.1516,0.2029,0.2437,0.1772,-0.2729,-0.4624,-0.0834,-3.3139,0.0009,0.2437
2024-12-28,5,7,852,139,0.1631,0.1383,0.188,0.2286,0.1631,-0.2865,-0.4851,-0.088,-3.3524,0.0008,0.2286
2024-12-28,6,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,1,7,852,335,0.3932,0.3604,0.426,0.4322,0.3932,-0.0902,-0.2056,0.0251,-1.6079,0.1079,0.4322
2024-12-28,2,7,852,223,0.2617,0.2322,0.2913,0.3379,0.2617,-0.2255,-0.3744,-0.0766,-3.3814,0.0007,0.3379
2024-12-28,3,7,852,172,0.2019,0.1749,0.2288,0.2776,0.2019,-0.2727,-0.447,-0.0984,-3.6045,0.0003,0.2776
2024-12-28,4,7,852,151,0.1772,0.1516,0.2029,0.2437,0.1772,-0.2729,-0.4624,-0.0834,-3.3139,0.0009,0.2437
2024-12-28,5,7,852,139,0.1631,0.1383,0.188,0.2286,0.1631,-0.2865,-0.4851,-0.088,-3.3524,0.0008,0.2286
2024-12-28,6,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,7,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,8,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,9,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,10,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,11,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,12,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,13,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,14,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-28,15,7,852,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,1,None,14230,5526,0.3883,0.3803,0.3963,0.483,0.3883,-0.1961,-0.2663,-0.1259,-5.5591,0.0,0.483
2024-12-29,2,None,14230,4014,0.2821,0.2747,0.2895,0.3406,0.2821,-0.1718,-0.2657,-0.0778,-3.6264,0.0003,0.3406
2024-12-29,3,None,14230,3171,0.2228,0.216,0.2297,0.3001,0.2228,-0.2576,-0.3613,-0.1539,-4.9667,0.0,0.3001
2024-12-29,4,None,14230,3195,0.2245,0.2177,0.2314,0.2793,0.2245,-0.1962,-0.3048,-0.0876,-3.5923,0.0003,0.2793
2024-12-29,5,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,6,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,7,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,8,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,9,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,10,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,11,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,12,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,13,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,14,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,15,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,1,None,14230,5526,0.3883,0.3803,0.3963,0.483,0.3883,-0.1961,-0.2663,-0.1259,-5.5591,0.0,0.483
2024-12-29,2,None,14230,4014,0.2821,0.2747,0.2895,0.3406,0.2821,-0.1718,-0.2657,-0.0778,-3.6264,0.0003,0.3406
2024-12-29,3,None,14230,3171,0.2228,0.216,0.2297,0.3001,0.2228,-0.2576,-0.3613,-0.1539,-4.9667,0.0,0.3001
2024-12-29,4,None,14230,3195,0.2245,0.2177,0.2314,0.2793,0.2245,-0.1962,-0.3048,-0.0876,-3.5923,0.0003,0.2793
2024-12-29,5,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,6,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,7,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,8,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,9,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,10,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,11,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,12,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,13,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,14,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,15,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,1,None,14230,5526,0.3883,0.3803,0.3963,0.483,0.3883,-0.1961,-0.2663,-0.1259,-5.5591,0.0,0.483
2024-12-29,2,None,14230,4014,0.2821,0.2747,0.2895,0.3406,0.2821,-0.1718,-0.2657,-0.0778,-3.6264,0.0003,0.3406
2024-12-29,3,None,14230,3171,0.2228,0.216,0.2297,0.3001,0.2228,-0.2576,-0.3613,-0.1539,-4.9667,0.0,0.3001
2024-12-29,4,None,14230,3195,0.2245,0.2177,0.2314,0.2793,0.2245,-0.1962,-0.3048,-0.0876,-3.5923,0.0003,0.2793
2024-12-29,5,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,6,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-29,7,None,14230,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
